"","condition","director","matcher","dyad","trial_no","round_no","target","clue","guess","success","RT","symmetry","FAS_d","BAS_d","FAS_m","BAS_m","clue_rank","guess_rank","oc_c_ratio","clue_zipf","max_BAS","difficulty"
"1082",0,20,19,"10",62,4,"position","seated","sit",0,36.81877899,"0",NA,NA,NA,NA,NA,NA,NA,3.93231557911488,0.101818181818182,"2"
"1083",0,19,20,"10",63,4,"character","spiderman","web",0,34.78098488,"0",NA,NA,NA,NA,NA,NA,NA,2.82331305918672,0.127147766323024,"2"
"1084",0,20,19,"10",64,4,"education","school","students",0,9.13831306,"1",0.175084175084175,0.0412371134020619,0.0893470790378007,NA,10,NA,2.25775862068966,5.52202752101351,0.0931034482758621,"2"
"1085",0,19,20,"10",65,4,"goal","aim","shoot",0,19.67111802,"1",0.055363321799308,0.109929078014184,0.0306122448979592,0.109929078014184,3,2,1.61864309493744,4.17207591803994,0.177935943060498,"3"
"1086",0,20,19,"10",66,4,"device","electronic","device",1,13.06122398,"0",0.0380622837370242,0.0341296928327645,0.0380622837370242,0.0341296928327645,2,3,2.00974729241877,3.83714125861028,0.0685920577617329,"1"
"1087",0,19,20,"10",67,4,"source","origin","development",0,48.09352303,"1",0.0766423357664234,0.027681660899654,NA,NA,3,NA,1.80625,3.64976898914491,0.05,"1"
"1088",0,20,19,"10",68,4,"top","peak","mountain",0,27.08172083,"2",0.0103448275862069,0.150684931506849,0.0338983050847458,0.246575342465753,6,1,1.5537518037518,3.77470772575321,0.234126984126984,"4"
"1089",0,19,20,"10",69,4,"eye","retina","lens",0,40.65044117,"0",0.00336700336700337,0.334630350194553,NA,0.0272373540856031,1,7,1,2.87161773876127,0.334630350194553,"4"
"1090",0,20,19,"10",70,4,"board","chalk","blackboard",0,18.34384608,"0",0.0344827586206897,0.187074829931973,0.266891891891892,0.054421768707483,1,3,1,3.556651965154,0.187074829931973,"3"
"1091",0,19,20,"10",71,4,"term","semester","university",0,20.11451221,"2",0.0958904109589041,0.0721649484536082,NA,0.0618556701030928,1,4,1,3.84206249519955,0.0721649484536082,"1"
"1092",0,20,19,"10",72,4,"kind","generous","kind",1,11.96069598,"0",0.0343642611683849,0.135416666666667,0.0343642611683849,0.135416666666667,5,1,1.28314238952537,4.22278317331198,0.173758865248227,"3"
"1093",0,19,20,"10",73,4,"risk","jeopardise","impact",0,61.56062698,"0",NA,NA,NA,NA,NA,NA,NA,2.67204538385607,0.096989966555184,"2"
"1094",0,20,19,"10",74,4,"material","cotton","silk",0,49.42876601,"2",0.0177304964539007,0.00668896321070234,0.0100334448160535,0.00668896321070234,77,42,11.9392361111111,4.15157270834161,0.0798611111111111,"1"
"1095",0,19,20,"10",75,4,"photo","album","cd",0,24.87873387,"1",0.027972027972028,0.106007067137809,0.013840830449827,0.0706713780918728,3,4,1.6725768321513,4.01033583101173,0.177304964539007,"3"
"1096",0,20,19,"10",76,4,"email","outlook","microsoft",0,8.66342497,"0",NA,0.0795454545454545,NA,0.0492424242424242,7,4,2.89750398300584,3.30886748144324,0.230483271375465,"3"
"1097",0,19,20,"10",77,4,"benefit","advantages","benefit",1,13.32342887,"0",NA,NA,NA,NA,NA,NA,NA,3.45320214437943,0.0902527075812274,"1"
"1098",0,20,19,"10",78,4,"age","birthday","cake",0,21.09338903,"1",0.0383275261324042,0.0204081632653061,0.0779661016949153,0.166666666666667,42,1,7.75539568345324,4.98722825043557,0.158273381294964,"2"
"1099",0,19,20,"10",79,4,"skill","talent","ability",0,16.48466802,"1",0.0880281690140845,0.0985915492957746,0.0760456273764259,0.0528169014084507,4,3,1.26785714285714,4.41666429155832,0.125,"2"
"1100",0,20,19,"10",80,4,"date","tinder","date",1,5.93651915,"1",NA,NA,NA,NA,NA,NA,NA,NA,0.0979020979020979,"2"
"1101",0,21,22,"11",1,1,"case","brief","short",0,15.71845603,"0",0.0307167235494881,0.0442176870748299,0.037037037037037,0.268707482993197,3,1,2.53039268423884,4.15693811678559,0.111888111888112,"2"
"1102",0,22,21,"11",2,1,"love","romance","love",1,13.06359506,"0",0.0101694915254237,0.26962457337884,0.0101694915254237,0.26962457337884,3,1,1.11525183677082,4.19110732946206,0.300699300699301,"4"
"1103",0,21,22,"11",3,1,"country","rural","countryside",0,23.85880303,"2",0.0513698630136986,0.150170648464164,0.054421768707483,0.0307167235494881,2,4,1.4435791481246,3.0699853925281,0.216783216783217,"3"
"1104",0,22,21,"11",4,1,"house","home","house",1,8.99305201,"0",0.257627118644068,0.163879598662207,0.257627118644068,0.163879598662207,12,1,1.43336529242569,5.88834327048646,0.23489932885906,"4"
"1105",0,21,22,"11",5,1,"government","parliament","congress",0,28.44768786,"0",0.023972602739726,0.164874551971326,0.0142348754448399,0.0501792114695341,3,2,1.47982967279247,3.35253198249807,0.243986254295533,"4"
"1106",0,22,21,"11",6,1,"price","cost","price",1,13.38839507,"2",0.217993079584775,0.194444444444444,0.217993079584775,0.194444444444444,1,1,1,4.73930227309422,0.194444444444444,"3"
"1107",0,21,22,"11",7,1,"money","currency","money",1,18.92932701,"2",0.0340136054421769,0.275510204081633,0.0340136054421769,0.275510204081633,4,1,1.05657026889904,3.56367574868096,0.291095890410959,"4"
"1108",0,22,21,"11",8,1,"right","correct","right",1,7.12262607,"2",0.136054421768707,0.215753424657534,0.136054421768707,0.215753424657534,2,1,1.17460317460317,4.6522381968744,0.253424657534247,"4"
"1109",0,21,22,"11",9,1,"system","procedure","operation",0,25.62829804,"0",0.0177935943060498,NA,0.0314685314685315,0.0760869565217391,NA,1,NA,4.20776135384158,0.112676056338028,"2"
"1110",0,22,21,"11",10,1,"man","male","man",1,14.56642079,"0",0.0614334470989761,0.166077738515901,0.0614334470989761,0.166077738515901,5,1,1.1919250599085,4.53038202982579,0.197952218430034,"3"
"1111",0,21,22,"11",11,1,"life","live","exist",0,143.761821,"0",0.0315789473684211,0.0673400673400673,0.123636363636364,0.0303030303030303,16,6,1.79042553191489,5.53672947583632,0.120567375886525,"2"
"1112",0,22,21,"11",12,1,"nature","environment","nature",1,60.77106309,"0",0.00671140939597315,0.0547945205479452,0.00671140939597315,0.0547945205479452,8,3,3.1875,4.10674732341953,0.174657534246575,"3"
"1113",0,21,22,"11",13,1,"time","clock","time",1,71.05556321,"2",0.141379310344828,0.261744966442953,0.141379310344828,0.261744966442953,1,1,1,4.76765055517578,0.261744966442953,"4"
"1114",0,22,21,"11",14,1,"day","daylight","sunshine",0,89.75159717,"0",0.0101010101010101,0.0344827586206897,0.00687285223367698,0.0448275862068966,35,5,5.41758241758242,3.98114300126808,0.186813186813187,"3"
"1115",0,21,22,"11",15,1,"police","cops","policemen",0,13.69179988,"2",0.0505050505050505,0.248275862068966,NA,0.00689655172413793,2,26,1.05454545454545,4.92439265667713,0.261818181818182,"4"
"1116",0,22,21,"11",16,1,"way","direction","instruction",0,40.0555501,"2",0.0314685314685315,0.0586206896551724,0.0278745644599303,0.0206896551724138,11,9,2.37895158063225,4.38138602503091,0.139455782312925,"2"
"1117",0,21,22,"11",17,1,"part","some","few",0,38.14746594,"0",0.0170068027210884,0.0171232876712329,0.037593984962406,0.106164383561644,36,1,16.2578754578755,6.23676075213068,0.278388278388278,"4"
"1118",0,22,21,"11",18,1,"work","job","work",1,26.86620498,"0",0.0588235294117647,0.209621993127148,0.0588235294117647,0.209621993127148,3,1,1.17045523797916,5.61537498824247,0.245353159851301,"4"
"1119",0,21,22,"11",19,1,"mother","mom","mother",1,13.07409811,"2",0.063758389261745,0.106761565836299,0.063758389261745,0.106761565836299,8,2,2.01513944223108,5.63328845189752,0.215139442231076,"3"
"1120",0,22,21,"11",20,1,"language","dialect","accent",0,76.18488598,"2",0.0134680134680135,0.212765957446809,0.048951048951049,0.0957446808510638,4,2,1.22328767123288,3.13068323288172,0.26027397260274,"4"
"1121",0,21,22,"11",21,2,"head","skull","head",1,31.1392858,"0",0.0175438596491228,0.206779661016949,0.0175438596491228,0.206779661016949,1,1,1,4.16747407914863,0.206779661016949,"3"
"1122",0,22,21,"11",22,2,"technology","digital","technology",1,150.8460181,"1",NA,0.0142857142857143,NA,0.0142857142857143,34,14,5.40441176470588,3.73274322420968,0.0772058823529412,"1"
"1123",0,21,22,"11",23,2,"effect","result","consequence",0,96.987376,"2",0.0967741935483871,0.00716845878136201,0.132575757575758,0.025089605734767,18,7,27.7989130434783,4.29572530838137,0.199275362318841,"3"
"1124",0,22,21,"11",24,2,"rate","review","critique",0,51.17600799,"0",0.00343642611683849,0.00364963503649635,0.0418118466898955,0.0145985401459854,49,14,13.3658536585366,4.17035593764567,0.0487804878048781,"1"
"1125",0,21,22,"11",25,2,"opportunity","chance","coincidence",0,84.14423394,"2",0.158450704225352,0.0833333333333333,0.0950570342205323,0.00694444444444444,1,27,1,5.38188046460182,0.0833333333333333,"1"
"1126",0,22,21,"11",26,2,"center","middle","center",1,9.38065887,"1",0.214788732394366,0.125435540069686,0.214788732394366,0.125435540069686,3,1,1.32410611303345,4.94984553880157,0.166089965397924,"3"
"1127",0,21,22,"11",27,2,"back","rear","back",1,15.80934,"2",0.0204778156996587,0.163265306122449,0.0204778156996587,0.163265306122449,3,1,1.4733676975945,4.09460786743644,0.240549828178694,"4"
"1128",0,22,21,"11",28,2,"website","homepage","website",1,20.70065188,"1",0.003584229390681,NA,0.003584229390681,NA,NA,NA,NA,1.89389413347242,0.0821428571428571,"1"
"1129",0,21,22,"11",29,2,"control","manipulate","influence",0,33.86633992,"1",0.00350877192982456,0.0247349823321555,0.00732600732600733,0.00706713780918728,28,31,8.69283276450512,3.54225414445335,0.215017064846416,"3"
"1130",0,22,21,"11",30,2,"feature","aspect","element",0,39.82213092,"0",0.0105263157894737,0.0126050420168067,NA,0.00840336134453781,4,21,3.59349593495935,3.58849933240599,0.0452961672473868,"1"
"1131",0,21,22,"11",31,2,"industry","workplace","office",0,161.3237472,"0",NA,0.00343642611683849,0.0103092783505155,0.127147766323024,107,1,14.6969696969697,NA,0.0505050505050505,"1"
"1132",0,22,21,"11",32,2,"million","billion","million",1,16.40511608,"1",0.09375,0.137931034482759,0.09375,0.137931034482759,1,1,1,4.04694640853953,0.137931034482759,"2"
"1133",0,21,22,"11",33,2,"care","love","romance",0,111.8837888,"1",0.106896551724138,0.0101694915254237,0.26962457337884,0.0101694915254237,89,25,10.7762557077626,6.04667918562658,0.10958904109589,"2"
"1134",0,22,21,"11",34,2,"space","area","place",0,29.81426311,"0",0.0371621621621622,0.0915492957746479,0.0282685512367491,0.0492957746478873,30,2,3.22812582606397,4.87412482486345,0.29553264604811,"4"
"1135",0,21,22,"11",35,2,"practice","train","rail",0,42.44560695,"0",0.0174825174825175,0.00694444444444444,0.198630136986301,0.0138888888888889,51,17,34.3806228373702,NA,0.238754325259516,"4"
"1136",0,22,21,"11",36,2,"office","workspace","desk",0,35.86693096,"0",NA,NA,NA,NA,NA,NA,NA,NA,0.127147766323024,"2"
"1137",0,21,22,"11",37,2,"series","serials","numbers",0,49.52137208,"0",0.003584229390681,NA,NA,NA,NA,NA,NA,2.37101538819208,0.08,"1"
"1138",0,22,21,"11",38,2,"activity","exercise","activity",1,71.68099308,"0",0.0618181818181818,0.0168350168350168,0.0618181818181818,0.0168350168350168,8,12,3.06185567010309,4.24848272134966,0.0515463917525773,"1"
"1139",0,21,22,"11",39,2,"section","portion","meal",0,43.68095493,"0",0.0277777777777778,0.0141342756183746,NA,0.0176678445229682,17,13,4.90602189781022,3.6381871165951,0.0693430656934307,"1"
"1140",0,22,21,"11",40,2,"need","necessitate","need",1,29.77300286,"2",0.0034965034965035,NA,0.0034965034965035,NA,NA,NA,NA,1.76895539686412,0.22887323943662,"3"
"1141",0,21,22,"11",41,3,"team","cohort","class",0,26.26094317,"0",NA,0.016597510373444,NA,0.020746887966805,38,5,8.19577205882353,2.33322682730268,0.136029411764706,"2"
"1142",0,22,21,"11",42,3,"hand","fingers","digits",0,43.76234007,"0",0.0644067796610169,0.0655172413793104,0.234657039711191,0.0758620689655172,17,3,4.13377192982456,4.52151598446214,0.270833333333333,"4"
"1143",0,21,22,"11",43,3,"question","ask","query",0,27.98659182,"1",0.0972222222222222,0.212328767123288,0.126315789473684,0.0445205479452055,4,5,1.25591397849462,5.68349247086693,0.266666666666667,"4"
"1144",0,22,21,"11",44,3,"business","entrepreneur","businessman",0,47.52864194,"0",0.00689655172413793,0.160714285714286,0.0328467153284672,0.0392857142857143,1,3,1,3.04002216915066,0.160714285714286,"2"
"1145",0,21,22,"11",45,3,"health","livelihood","occupation",0,58.29136896,"0",NA,NA,NA,NA,NA,NA,NA,3.17832486731694,0.234875444839858,"4"
"1146",0,22,21,"11",46,3,"design","plan","system",0,46.08473301,"0",0.0515463917525773,0.0136518771331058,0.0427046263345196,NA,32,NA,9.91927083333333,5.16299827494741,0.135416666666667,"2"
"1147",0,21,22,"11",47,3,"leader","frontperson","forerunner",0,36.4546659,"1",NA,NA,NA,NA,NA,NA,NA,NA,0.180451127819549,"3"
"1148",0,22,21,"11",48,3,"thing","object","item",0,16.33740997,"1",0.145038167938931,0.188405797101449,0.0693430656934307,0.0471014492753623,2,2,1.02667040988209,4.41075989497024,0.193430656934307,"3"
"1149",0,21,22,"11",49,3,"food","nourishment","food",1,17.97883701,"0",0.0171232876712329,0.297202797202797,0.0171232876712329,0.297202797202797,1,1,1,3.09117469159804,0.297202797202797,"4"
"1150",0,22,21,"11",50,3,"page","paper","sheet",0,22.58104897,"0",0.0804195804195804,0.00337837837837838,0.212328767123288,0.00675675675675676,134,34,13.2233676975945,5.01380954373041,0.0446735395189003,"1"
"1151",0,21,22,"11",51,3,"event","occasion","event",1,38.79169393,"1",0.0143884892086331,0.137184115523466,0.0143884892086331,0.137184115523466,1,1,1,4.21869085109415,0.137184115523466,"2"
"1152",0,22,21,"11",52,3,"problem","issue","problem",1,16.10941982,"1",0.0418118466898955,0.164912280701754,0.0418118466898955,0.164912280701754,3,1,1.41417938500865,4.5328822928161,0.23321554770318,"4"
"1153",0,21,22,"11",53,3,"experience","happening","occurring",0,132.2468901,"1",0.0183150183150183,0.00386100386100386,NA,0.027027027027027,86,6,15.1794871794872,4.95638210439101,0.0586080586080586,"1"
"1154",0,22,21,"11",54,3,"body","corpse","skeleton",0,35.57123303,"0",0.0203389830508475,0.174061433447099,0.00347222222222222,0.0068259385665529,4,33,1.16883029073698,4.00448384377167,0.203448275862069,"3"
"1155",0,21,22,"11",55,3,"project","assignment","homework",0,32.47877502,"0",0.0173611111111111,0.0392857142857143,0.0106007067137809,0.171428571428571,1,1,1,4.25230491967876,0.0392857142857143,"1"
"1156",0,22,21,"11",56,3,"week","days","week",1,91.427182,"2",0.0380622837370242,0.0631578947368421,0.0380622837370242,0.0631578947368421,1,6,1,5.48476382103466,0.0631578947368421,"1"
"1157",0,21,22,"11",57,3,"power","strength","strong",0,28.14046884,"2",0.0610169491525424,0.136986301369863,0.013745704467354,0.0993150684931507,3,2,1.07202797202797,4.56691504060132,0.146853146853147,"2"
"1158",0,22,21,"11",58,3,"student","undergraduate","university",0,55.37993002,"1",0.00340136054421769,NA,NA,NA,NA,NA,NA,NA,0.246575342465753,"4"
"1159",0,21,22,"11",59,3,"book","library","book",1,24.16728902,"0",0.037037037037037,0.0735785953177258,0.037037037037037,0.0735785953177258,47,3,3.87644486098094,4.36039103721682,0.285223367697594,"4"
"1160",0,22,21,"11",60,3,"information","facts","information",1,35.13214302,"1",0.0206896551724138,0.0347222222222222,0.0206896551724138,0.0347222222222222,19,5,3.28235294117647,4.43609691590645,0.113970588235294,"2"
"1161",0,21,22,"11",61,4,"payment","compensation","pay",0,35.51974416,"0",0.00352112676056338,0.044280442804428,0.00684931506849315,0.0811808118081181,2,2,1.16010273972603,3.33322682730268,0.0513698630136986,"1"
"1162",0,22,21,"11",62,4,"director","manager","boss",0,53.26995301,"0",0.0102739726027397,0.003690036900369,0.0285714285714286,0.191881918819188,31,1,16.8206896551724,4.6012513679226,0.0620689655172414,"1"
"1163",0,21,22,"11",63,4,"vehicle","car","vehicle",1,40.75882792,"1",0.292517006802721,0.0513698630136986,0.292517006802721,0.0513698630136986,3,3,1.08524970963995,5.68342196565441,0.0557491289198606,"1"
"1164",0,22,21,"11",64,4,"review","rate","review",1,7.6718092,"0",0.00364963503649635,0.00343642611683849,0.00364963503649635,0.00343642611683849,91,119,25.2520661157025,4.39632125345685,0.0867768595041322,"1"
"1165",0,21,22,"11",65,4,"situation","circumstance","condition",0,53.62450409,"0",0.026615969581749,0.145098039215686,0.00743494423791822,0.0117647058823529,1,15,1,3.31714000740923,0.145098039215686,"2"
"1166",0,22,21,"11",66,4,"difference","divergence","difference",1,24.22381091,"0",NA,NA,NA,NA,NA,NA,NA,1.89389413347242,0.129166666666667,"2"
"1167",0,21,22,"11",67,4,"brand","non generic","not",0,107.7424521,"0",NA,NA,NA,NA,NA,NA,NA,NA,0.131868131868132,"2"
"1168",0,22,21,"11",68,4,"table","surface","top",0,62.90772486,"1",0.0101351351351351,0.0247349823321555,NA,0.0989399293286219,45,1,7.04330512692882,4.2607838231258,0.174216027874564,"3"
"1169",0,21,22,"11",69,4,"sense","feel","sense",1,63.40256619,"1",0.0921501706484642,0.0740740740740741,0.0921501706484642,0.0740740740740741,3,3,2.22352941176471,5.79684838222857,0.164705882352941,"3"
"1170",0,22,21,"11",70,4,"message","text","write",0,29.29658604,"1",0.114982578397213,0.0915492957746479,0.00684931506849315,0.00704225352112676,2,31,1.1798445456982,NA,0.10801393728223,"2"
"1171",0,21,22,"11",71,4,"environment","nature","environment",1,29.99029803,"1",0.0547945205479452,0.00671140939597315,0.0547945205479452,0.00671140939597315,72,29,17.7754385964912,4.65431661689563,0.119298245614035,"2"
"1172",0,22,21,"11",72,4,"couple","pair","couple",1,11.28877401,"1",0.115646258503401,0.129692832764505,0.115646258503401,0.129692832764505,1,2,1,4.5708162590099,0.129692832764505,"2"
"1173",0,21,22,"11",73,4,"skin","epidermis","skin",1,69.07558417,"0",0.0106382978723404,NA,0.0106382978723404,NA,NA,NA,NA,2.49595412480038,0.23469387755102,"4"
"1174",0,22,21,"11",74,4,"death","decease","dead",0,34.48617816,"0",0.00347222222222222,NA,NA,NA,NA,NA,NA,1.76895539686412,0.286713286713287,"4"
"1175",0,21,22,"11",75,4,"bank","barclays","bank",1,37.33186293,"1",NA,NA,NA,NA,NA,NA,NA,NA,0.255555555555556,"4"
"1176",0,22,21,"11",76,4,"treatment","antidote","cure",0,10.87248015,"0",NA,0.0102739726027397,0.0069204152249135,0.11986301369863,20,2,2.83151515151515,3.6381871165951,0.0290909090909091,"1"
"1177",0,21,22,"11",77,4,"chance","opportunity","chance",1,16.94628692,"1",0.0833333333333333,0.158450704225352,0.0833333333333333,0.158450704225352,1,1,1,4.6123958223397,0.158450704225352,"2"
"1178",0,22,21,"11",78,4,"picture","photo","picture",1,27.29157186,"1",0.114478114478114,0.206293706293706,0.114478114478114,0.206293706293706,4,1,1.19526352449501,4.35853269256746,0.246575342465753,"4"
"1179",0,21,22,"11",79,4,"weight","heavy","large",0,48.19744897,"0",0.109215017064846,0.119047619047619,0.0135593220338983,0.0272108843537415,13,9,2.28,4.67439146405325,0.271428571428571,"4"
"1180",0,22,21,"11",80,4,"software","program","course",0,11.52772188,"1",0.0620689655172414,0.00701754385964912,0.00342465753424658,0.0140350877192982,36,9,18.1810344827586,4.62929340343512,0.127586206896552,"2"
"1181",0,23,24,"12",1,1,"opportunity","chance","opportunity",1,12.14862204,"2",0.158450704225352,0.0833333333333333,0.158450704225352,0.0833333333333333,1,2,1,5.38188046460182,0.0833333333333333,"1"
"1182",0,24,23,"12",2,1,"feature","characteristic","trait",0,11.62731695,"0",0.0210526315789474,0.0373134328358209,0.107692307692308,0.100746268656716,2,1,1.21393728222997,3.07716397715523,0.0452961672473868,"1"
"1183",0,23,24,"12",3,1,"section","portion","amount",0,12.541924,"0",0.0277777777777778,0.0141342756183746,0.00367647058823529,0.0247349823321555,17,10,4.90602189781022,3.6381871165951,0.0693430656934307,"1"
"1184",0,24,23,"12",4,1,"website","google","search",0,9.66416001,"1",0.025089605734767,0.00696864111498258,0.0880281690140845,0.247386759581882,30,1,11.7875,2.93528681863065,0.0821428571428571,"1"
"1185",0,23,24,"12",5,1,"industry","sector","work",0,18.91959691,"0",NA,0.00701754385964912,NA,0.00350877192982456,28,124,7.1969696969697,3.84934134405012,0.0505050505050505,"1"
"1186",0,24,23,"12",6,1,"activity","event","social",0,26.14739013,"0",0.00727272727272727,0.00719424460431655,0.00677966101694915,0.0179856115107914,25,11,7.16494845360825,4.42087920203242,0.0515463917525773,"1"
"1187",0,23,24,"12",7,1,"series","tv","television",0,45.03719497,"0",0.0824372759856631,0.00704225352112676,0.0582191780821918,0.0669014084507042,10,1,11.36,NA,0.08,"1"
"1188",0,24,23,"12",8,1,"technology","iphone","device",0,25.71498799,"1",NA,0.0285714285714286,NA,0.0142857142857143,11,11,2.70220588235294,NA,0.0772058823529412,"1"
"1189",0,23,24,"12",9,1,"head","noggin","timber",0,33.03955293,"0",NA,NA,NA,NA,NA,NA,NA,2.83590218649474,0.206779661016949,"3"
"1190",0,24,23,"12",10,1,"rate","speed","rapid",0,24.26004791,"0",0.0962199312714777,0.00684931506849315,0.0313588850174216,0.00684931506849315,29,26,7.1219512195122,4.61508624231615,0.0487804878048781,"1"
"1191",0,23,24,"12",11,1,"back","return","back",1,3.03234792,"2",0.0443686006825939,0.0519031141868512,0.0443686006825939,0.0519031141868512,16,3,4.63459335624284,4.96180151205296,0.240549828178694,"4"
"1192",0,24,23,"12",12,1,"million","money","cash",0,32.50991893,"1",0.0590277777777778,NA,0.291095890410959,0.129251700680272,NA,1,NA,5.80611619000484,0.137931034482759,"2"
"1193",0,23,24,"12",13,1,"practice","repetition","same",0,22.19324088,"0",0.013986013986014,0.0451127819548872,NA,0.0075187969924812,4,29,5.2923875432526,2.84813664291175,0.238754325259516,"4"
"1194",0,24,23,"12",14,1,"need","niche","specific",0,6.16586614,"2",NA,NA,NA,NA,NA,NA,NA,2.97307537952005,0.22887323943662,"3"
"1195",0,23,24,"12",15,1,"care","concern","worry",0,20.30527401,"1",0.0344827586206897,0.109433962264151,0.0719178082191781,0.222641509433962,3,1,1.00141709966934,4.41666429155832,0.10958904109589,"2"
"1196",0,24,23,"12",16,1,"center","middle","center",1,5.0346179,"1",0.214788732394366,0.125435540069686,0.214788732394366,0.125435540069686,3,1,1.32410611303345,4.94984553880157,0.166089965397924,"3"
"1197",0,23,24,"12",17,1,"effect","impact","consequence",0,18.81411099,"2",0.00716845878136201,0.0385964912280702,NA,0.00701754385964912,4,26,5.16304347826087,3.97397921851829,0.199275362318841,"3"
"1198",0,24,23,"12",18,1,"space","blank","empty",0,17.08020186,"0",0.00337837837837838,0.0638297872340425,0.0180505415162455,0.152482269503546,41,1,4.63001145475372,3.98731581863466,0.29553264604811,"4"
"1199",0,23,24,"12",19,1,"control","demand","market",0,33.01759505,"1",NA,NA,NA,NA,NA,NA,NA,4.23334557477886,0.215017064846416,"3"
"1200",0,24,23,"12",20,1,"office","work","job",0,33.97732687,"0",0.147766323024055,0.0242214532871972,0.209621993127148,0.0588235294117647,36,3,5.24938635247914,NA,0.127147766323024,"2"
"1201",0,23,24,"12",21,2,"system","cycle","bike",0,39.39612913,"0",NA,0.00344827586206897,0.0342465753424658,0.106896551724138,251,2,32.6760563380282,3.7704006377383,0.112676056338028,"2"
"1202",0,24,23,"12",22,2,"man","guy","man",1,12.13161993,"0",0.0204778156996587,0.174377224199288,0.0204778156996587,0.174377224199288,2,1,1.13519537507836,5.88171675200819,0.197952218430034,"3"
"1203",0,23,24,"12",23,2,"police","cop","police",1,27.29579687,"2",0.0437710437710438,0.18815331010453,0.0437710437710438,0.18815331010453,6,1,1.39151515151515,4.93469419472895,0.261818181818182,"4"
"1204",0,24,23,"12",24,2,"right","correct","right",1,8.18182588,"2",0.136054421768707,0.215753424657534,0.136054421768707,0.215753424657534,2,1,1.17460317460317,4.6522381968744,0.253424657534247,"4"
"1205",0,23,24,"12",25,2,"time","hour","time",1,26.53802586,"2",0.0413793103448276,0.242105263157895,0.0413793103448276,0.242105263157895,4,1,1.08112051356872,5.2097595642092,0.261744966442953,"4"
"1206",0,24,23,"12",26,2,"price","cost","price",1,12.45573378,"2",0.217993079584775,0.194444444444444,0.217993079584775,0.194444444444444,1,1,1,4.73930227309422,0.194444444444444,"3"
"1207",0,23,24,"12",27,2,"mother","mom","mother",1,4.01074004,"2",0.063758389261745,0.106761565836299,0.063758389261745,0.106761565836299,8,2,2.01513944223108,5.63328845189752,0.215139442231076,"3"
"1208",0,24,23,"12",28,2,"house","flat","apartment",0,12.24452209,"0",0.00677966101694915,0.00341296928327645,0.0655172413793104,0.0750853242320819,1161,1,68.8255033557047,4.41829025557626,0.23489932885906,"4"
"1209",0,23,24,"12",29,2,"life","existence ","presence",0,8.80542207,"0",NA,NA,NA,NA,NA,NA,NA,NA,0.120567375886525,"2"
"1210",0,24,23,"12",30,2,"love","affection","hug",0,23.84611917,"0",0.0169491525423729,0.28125,0.0139372822299652,0.0486111111111111,2,3,1.06915306915307,3.92731788895937,0.300699300699301,"4"
"1211",0,23,24,"12",31,2,"money","currency","value",0,39.61235809,"2",0.0340136054421769,0.275510204081633,NA,0.00340136054421769,4,100,1.05657026889904,3.56367574868096,0.291095890410959,"4"
"1212",0,24,23,"12",32,2,"nature","real","accurate",0,13.48087192,"0",0.00335570469798658,0.00343642611683849,0.00344827586206897,0.013745704467354,539,16,50.8253424657534,5.64563500728332,0.174657534246575,"3"
"1213",0,23,24,"12",33,2,"government","parliament","election",0,28.23178196,"0",0.023972602739726,0.164874551971326,0.00341296928327645,0.003584229390681,3,66,1.47982967279247,3.35253198249807,0.243986254295533,"4"
"1214",0,24,23,"12",34,2,"way","route","way",1,12.8646338,"2",0.0454545454545455,0.0666666666666667,0.0454545454545455,0.0666666666666667,7,4,2.09183673469388,4.32926064008508,0.139455782312925,"2"
"1215",0,23,24,"12",35,2,"case","cover","hide",0,6.5188632,"0",NA,NA,0.00719424460431655,0.068259385665529,NA,2,NA,4.97388891921827,0.111888111888112,"2"
"1216",0,24,23,"12",36,2,"work","job","work",1,7.32668495,"0",0.0588235294117647,0.209621993127148,0.0588235294117647,0.209621993127148,3,1,1.17045523797916,5.61537498824247,0.245353159851301,"4"
"1217",0,23,24,"12",37,2,"country","nation","country",1,4.83216405,"2",0.0616438356164384,0.216783216783217,0.0616438356164384,0.216783216783217,1,1,1,4.31136582667571,0.216783216783217,"3"
"1218",0,24,23,"12",38,2,"language","dialect","accent",0,20.93301487,"2",0.0134680134680135,0.212765957446809,0.048951048951049,0.0957446808510638,4,2,1.22328767123288,3.13068323288172,0.26027397260274,"4"
"1219",0,23,24,"12",39,2,"part","portion","section",0,8.35539293,"0",0.0170068027210884,0.0954063604240283,0.0277777777777778,0.0141342756183746,5,18,2.91792158458825,3.6381871165951,0.278388278388278,"4"
"1220",0,24,23,"12",40,2,"day","night","evening",0,20.7334559,"0",0.191919191919192,0.10472972972973,0.138513513513514,0.0472972972972973,5,6,1.7837646224743,5.936951708951,0.186813186813187,"3"
"1221",0,23,24,"12",41,3,"eye","retina","eye",1,26.94413805,"0",0.00336700336700337,0.334630350194553,0.00336700336700337,0.334630350194553,1,1,1,2.87161773876127,0.334630350194553,"4"
"1222",0,24,23,"12",42,3,"position","location","place",0,14.4448719,"0",0.0308219178082192,0.0106007067137809,0.0848056537102474,0.212014134275618,29,1,9.60484848484848,4.39358121609083,0.101818181818182,"2"
"1223",0,23,24,"12",43,3,"benefit","advantage","pro",0,14.35722113,"0",0.0274914089347079,0.0411985018726592,0.00350877192982456,0.00749063670411985,2,34,2.19067935674434,4.34337253265979,0.0902527075812274,"1"
